start	end	text
1858440	1862880	And I mean, it was crazy, but actually it turned out when people went back and looked
1862880	1865160	at the history, there were precursors of this.
1865160	1866680	I mean, this always happens.
1866680	1872000	And it turned out there was essentially a very clean interior point method that was
1872000	1874820	from the sixties by this guy Deakin.
1874820	1878480	And I remember corresponding with some of my friends who were then in Moscow at the
1878480	1879480	time.
1879480	1880880	And they said, they said something great.
1880880	1887240	They said, Deakin is hardly known in the Soviet Union and unheard of in the West.
1887240	1888240	Right.
1888240	1890480	You know, you look at these things like they were pretty good.
1890480	1897260	They were like competitive with the algorithms that people in the West were writing and writing
1897260	1899120	papers on.
1899120	1903880	And they imagined that this was like revolutionary and, you know, nothing like this has ever
1903880	1904880	been done before.
1904880	1906120	And the answer was, you're wrong.
1906120	1909760	It was done in 1967, you know, in the Soviet Union.
1909760	1914920	The interplay between the Soviet Union and, you know, the Western world, both, you know,
1914920	1919400	mathematics, but also I would say in control are so interesting.
1919400	1924520	And I think there's a fantastic summary in your book on linear matrix inequalities about
1924520	1929480	the key events also in that domain specifically, not just in convex optimization.
1929480	1933680	And there you're actually right that it is fair to say that Yakubovich is the father
1933680	1938560	of the field of LMIs and Lyapunov the grandfather of the field.
1938560	1939560	Yes.
1940360	1943280	And the new development at the stage where you write the book is the ability to directly
1943280	1944760	solve that's right.
1944760	1945760	General LMIs.
1945760	1952120	I thought that was a fantastic sentence, but it seems like Willems in his 1971 paper is
1952120	1957080	the one that actually points out there is a known appreciation that's right for LMIs
1957080	1958080	in control.
1958080	1959080	Yeah.
1959080	1960080	So that also has a very long history.
1960080	1965240	I mean, it goes to Lyapunov and it goes even into the 19th century and basically comes,
1965240	1972000	I think if you really traced it back to physics, to the concept of an invariant at first, right?
1972000	1975920	That's a quantity that doesn't change as the system evolves, right?
1975920	1981340	So, you know, if you have a closed system, it could be the total mass or the, you know,
1981340	1987360	or the total energy or the angular momentum about some axis or something, right?
1987360	1992840	And then it doesn't take much to generalize that to put an inequality there and to say,
1992840	1994760	how about a dissipated quantity?
1994760	2000120	That's a quantity that's always decreasing along trajectories of a very complex system.
2000120	2004760	And the whole point that was recognized even in the 19th century was that there were times
2004760	2010680	when you could identify something that was either an invariant or a dissipated quantity
2010680	2015640	without actually being able to solve for the trajectory, right?
2015640	2020720	So you could have a three, four body gravitational problem and say, at that point, you could
2020720	2025080	do this, I mean, numerically, which would be horrible because it'd be actual people,
2025080	2031080	you know, with, I guess, you know, hand calculators or something, but, you know, adding machines.
2031080	2035080	But what was interesting, it's super interesting, right, that you could actually, it was fully
2035080	2036520	appreciated then.
2036520	2042080	And of course, that comes up in control, right, where you'd say, I can't write down what the
2042080	2043320	trajectory of this is.
2043320	2046800	He says, but I'm about to prove to you that it's stable.
2047280	2051040	You know, in control, we don't even think about that because it's a part of control,
2051040	2052040	that idea.
2052040	2055480	But if you think about what that sounds like, I mean, if you really try to pretend you're
2055480	2060280	no longer 22 and a grad student learning this for the first time, you know, somehow the
2060280	2061280	wonder is lost.
2061280	2066680	Because you really should say, oh, my God, that's amazing, like, you can't tell me what
2066680	2070000	the solution of this differential equation, you're like, that's right, I have no idea
2070000	2071000	what's going to happen.
2071000	2077760	But I can guarantee you that the total energy is conserved or that the total energy is dissipated.
2077760	2078760	It's kind of cool, right?
2078760	2080380	I think you have to admit.
2080380	2081380	It's incredible.
2081380	2084480	And I wonder whether you think this is the most important concept?
2084480	2087920	I mean, how do you look back at the book on LMIs?
2087920	2089560	Yeah, I think that that's right.
2089560	2094760	I mean, that's the essential concept, which, you know, you can trace back to the 19th century,
2094760	2100760	you know, specifically for linear matrix inequalities, which basically looks at quadratic functions
2101520	2105000	that are these quantities that either decrease or invariant.
2105000	2107920	Usually in most interesting applications, they're dissipative, right?
2107920	2108920	They decrease.
2108920	2113800	And, you know, in the 40s, people had worked out, like, really cool ways to solve these
2113800	2114840	inequalities, right?
2114840	2115840	Very simple ones, right?
2115840	2119840	And there were graphical methods, you'd literally get out some graph paper and draw some curve.
2119840	2124920	And, you know, if it stays away from some point in the complex plane, then anyway, that
2124920	2125920	was one.
2126080	2131320	There was a connection to control figured out with things like algebraic Riccati equations.
2131320	2135520	But I think the really interesting thing, and as you say, Willems and others, you know,
2135520	2140960	had already observed this, is that in the 70s, I think there were some papers in the
2140960	2148840	Soviet Union about directly solving to find one of these, you know, dissipated quantities
2148840	2156200	or a so-called Lyapunov function by numerical methods, which is, I think, you know, it's
2156200	2158320	not a huge thing, but it's pretty cool, right?
2158320	2162120	You know, up until that point, the way you've, I mean, look, let's think about the way people
2162120	2164040	find Lyapunov functions, right?
2164040	2168080	One is you start with physics and you say, well, let's just add the kinetic energy plus
2168080	2169200	a potential energy.
2169200	2173320	And that doesn't work, you add another term or two, and then voila, it worked.
2173320	2174320	You got something, right?
2174320	2177000	I mean, another method would be from optimal control.
2177000	2182240	So you'd actually, you'd write down an optimal control problem and you'd work out, let's
2182240	2186360	say, the value function of it.
2186360	2190480	So these were the traditional ways, right, through analytical methods and other stuff.
2190480	2194480	Anyway, so it's really interesting, the idea that you can actually compute them.
2194480	2197920	And that's where I think convex optimization comes in, right?
2197920	2204680	It turns out that in a whole lot of cases, you can actually compute these Lyapunov functions
2204680	2206160	using convex optimization.
2206320	2207320	And I think that's super interesting.
2207320	2211960	By the way, I think it's under, you know, I look back at that book now and I'm a little
2211960	2212960	bit horrified.
2212960	2218800	I mean, I gave it to somebody the other day who was interested.
2218800	2219800	I said, take a copy.
2219800	2221040	But I had to warn them.
2221040	2226920	I was like, look, you know, full disclosure, you know, it's really technical and it's weird
2226920	2227920	and all that.
2227920	2231640	And it predated the term semi-definite programming.
2231640	2235680	So we have some bizarre name for it, like the eigenvalue problem.
2236200	2240680	So I just said, look, just heads up, this is not a fun book.
2240680	2245160	But yeah, but I do think actually a lot of that stuff is super useful and actually hasn't
2245160	2247480	been fully explored.
2247480	2252240	So I'm actually wondering, do you think that is the last word on the topic or do you see
2252240	2254960	a future for what is the next step?
2254960	2257800	Honestly, I've been thinking about it on and off for a couple of years, but if I were going
2257800	2264920	to do something really weird, I might go back to that and build, you know, build some beautiful
2264920	2268040	software system for people to do that kind of stuff.
2268040	2270920	I mean, there were, of course, there were things in the past that did this.
2270920	2275560	There was this thing called LMI Lab or whatever, and there was a lot of other stuff driving
2275560	2276560	it.
2276560	2279920	But, you know, but just make it so that actually you could synthesize controllers and, you
2279920	2283160	know, performance certificates this way.
2283160	2288400	I mean, you, I think at one point you asked, you know, what were the essential ideas?
2288400	2290800	There's actually another very powerful idea that's in there.
2290800	2294480	And again, like many others, it can be traced way back.
2295040	2298920	But the idea, you know, in the eighties and nineties and aughts, people were thinking
2298920	2303640	a lot about, you know, verifying performance of something and the way we all know how this
2303640	2305040	actually works in the real world.
2305040	2308840	The way it works in the real world is someone designs a controller and they put some saturation
2308840	2312960	in and then they tweak this gain and they do that and they do this and they gain schedule
2312960	2316960	something and what they fiddle around and then they simulate it with a high fidelity
2316960	2319360	simulator on a lot of stuff.
2319360	2321440	And after a while they declare, I think it works.
2321440	2322440	There it is.
2322440	2323440	Right.
2323440	2328520	And then they pass this controller over the wall to, you know, some control theorist who's,
2328520	2333040	you know, typically hiding in the back room, right back room, meaning they're in a place
2333040	2334880	where they should never come out in public.
2334880	2335880	Right.
2335880	2339000	Which I, which I think is probably the correct way to handle most control theorists.
2339000	2340000	Anyway.
2340000	2343560	So they throw the policy over the wall to this control theorist and they say, please
2343560	2346840	verify this, please validate it.
2346840	2347840	Right.
2347840	2351320	And, you know, you, it's interesting, I mean, you can try and you can do all sorts of stuff
2351320	2356440	and you know, but it turns out, I think one thing you can conclude and one way to interpret
2356440	2361320	the entirety of all the LMI stuff is to say, that's the wrong way to do it.
2361320	2362760	You don't do it sequentially.
2362760	2369200	The right way to do it is to co-design the policy or controller and the certificate or
2369200	2371040	proof of correctness.
2371040	2372040	You co-design them.
2372040	2378560	And in fact, an even cooler and more advanced view, which I think people probably knew this
2378560	2384760	in the 60s or 70s, is you design the proof of correctness first and then the controller
2384760	2386280	will fall out from it.
2386280	2387280	Right.
2387280	2391120	So if I produce a control Lyapunov function or an approximate, that's the idea behind
2391120	2393000	approximate dynamic programming.
2393000	2394000	Right.
2394000	2397400	And incredibly powerful idea, I think.
2397400	2403200	And I guess this is very much related to some of your most recent work on COCP.
2403200	2405040	Is that fair to say?
2405040	2406040	It is fair to say.
2406040	2407040	Yeah.
2407520	2412960	So COCP is Convex Optimization Control Policy.
2412960	2417760	And it's a broad term for a policy in sequential decision making.
2417760	2420200	Could be a controller, but it could also be a trading engine.
2420200	2422200	It could be all sorts of other stuff.
2422200	2423720	It could be an alarm system.
2423720	2428680	So I'm thinking of control in a very broad way here.
2428680	2432880	And it basically embeds a convex optimization problem that you solve.
2432880	2433880	Right.
2433880	2435680	And, you know, I mean, there's lots of examples of this.
2435680	2439920	I mean, in traditional control, you'd have MPC, which has been done, I think, since the
2439920	2440920	late 70s.
2440920	2443920	MPC and like chemical process control.
2443920	2448720	And it's really fascinating, right, that you actually, you solve this complicated problem
2448720	2451000	and then that tells you your current action.
2451000	2453360	And then 15 minutes later, you do it again.
2453360	2454360	It's cool.
2454360	2458840	For the audience, I should probably just add what it perhaps is MPC just for everybody
2458840	2460080	to be on the same page.
2460080	2464560	So model predictive control, it's just, I guess the main idea there is really to solve
2464640	2470680	an optimal control problem recursively, iteratively, and that turns out to be a very good idea
2470680	2471680	in practice.
2471680	2472680	Yeah.
2472680	2475280	This is the very, very short sales speech, I would say.
2475280	2476280	Yeah.
2476280	2478240	But you were saying something about convex optimization policies.
2478240	2483720	I find that concept quite interesting and in a way also revolutionary.
2483720	2490560	I was watching a keynote that you gave at L4DC in 2022, and there was a fantastic, controversial
2490560	2497440	statement there that goes like, tuned COCP, so convex optimization control policies, is
2497440	2501080	the PID controller of the 21st century.
2501080	2502080	Can you elaborate on this?
2502080	2503080	I can.
2503080	2509480	So this is one of the things that you come to appreciate in control, and it's a really
2509480	2512480	cool fact about our field, and I think we should accept it and embrace it.
2512480	2513520	I think it's really awesome.
2513520	2522440	It's this, is that incredibly simple sounding algorithms can be unbelievably effective in
2522440	2523440	practice.
2523440	2526680	You know, PID controller is one of them, right?
2526680	2532120	And it's very funny when you go to a fancy control thing and you'd be hearing a lot of
2532120	2537280	theory and some fancy new robust controller and stuff like that.
2537280	2540360	It's just kind of, it's good grounding to think every now and then about things like
2540360	2542820	PID controller, lead lag control.
2542820	2546620	So I thought your definition of MPC was very good.
2546620	2553460	I want to put it in maybe a less fancy way to say it, because I see it, actually, it's
2553460	2556220	used in many, many fields with different names, right?
2556220	2560940	So the way, at the highest level, I would say it goes like this, right?
2560940	2562340	You know, you want to take an action.
2562340	2563780	It's for sequential decision making.
2563780	2567100	So you know, you can act right now, and there's stuff that you know, and there's stuff you
2567100	2568100	don't know.
2568100	2570140	Like you don't know exactly what's going to happen in the future.
2570140	2573300	You probably have some idea, but you don't know exactly.
2573300	2577300	And so the first thing you do is you get a forecast.
2577300	2578300	And it's ridiculous.
2578300	2580820	It's a single forecast of what's going to happen in the future, right?
2580820	2587020	You say, this is the way I think energy prices and demand are going to be moving in the next
2587020	2588020	48 hours.
2588020	2589180	Like that's a prediction.
2589180	2591780	And someone says, wow, do you believe it?
2591780	2593780	And you're like, no, of course not.
2593780	2594780	It's just a forecast.
2594780	2596580	I mean, come on, right?
2596580	2598460	Okay, then you do this.
2598460	2599660	It sounds so naive.
2599660	2600660	It's unbelievable.
2600660	2601660	You then do the following.
2601660	2602660	You say, okay, well, guess what?
2602660	2606540	I'm going to create myself a plan of action, assuming my single forecast is completely
2606540	2607540	correct.
2607540	2609340	And you're like, that makes no sense.
2609340	2612220	It doesn't make, it's like, this is not going to work, right?
2612220	2613220	Okay.
2613220	2616300	And then you say, then what I'm going to do is I'm going to make a plan of action.
2616300	2619100	You take the first step in that plan of action.
2619100	2622100	And that's what I'm going to do today, or for this 15 minute period.
2622100	2623420	Then they say, well, what happens next 15?
2623420	2624420	Well, you see, I do the same thing.
2624420	2627060	I get updated forecasts, I replan.
2627060	2631220	And then, of course, there's a lot of theory around it, which is, frankly, a little bit
2631220	2632220	silly.
2632220	2636460	I mean, it is nice to know that it kind of works in some silly cases, right?
2636460	2642020	But I think the most important fact about it is something like PI and PID, when it's
2642020	2646580	done correctly, it works extremely well, thank you.
2646580	2647900	If you think about it, I mean, it's hilarious.
2647900	2652660	It's used in finance, where it's called multi-period trading or something, right?
2652660	2656860	And that's hilarious, because the entire point about finance is precisely that you do not
2656860	2657860	know the future.
2657860	2662420	You know, if I knew future returns, like, I mean, I don't know, I have friends who say
2662420	2666620	if you can get the sign right 52% of the time, you can make money, right?
2666620	2669380	So the point is, you very much don't know the future.
2669380	2673660	And yet, you know, in the right hands, there it is working in finance.
2673660	2677260	So I remember I talked to someone in supply chain.
2677260	2678260	This is how they do it.
2678260	2679260	This is what supply chain does.
2679260	2680900	I mean, of course it is, right?
2680900	2684860	You make forecasts of product demands, right?
2684860	2689500	And then you figure out, like, what stuff should you ship where and, you know, all that
2689500	2690500	kind of stuff.
2690500	2693660	And you're taking into account a lot of cool stuff, like, you know, the cost of trucking
2693660	2699100	things or transporting things from one place to another, the capacity in a warehouse, the
2699100	2701660	amount of labor you have available to do X, Y, or Z.
2701660	2704220	So it's, you know, very sophisticated.
2704220	2707700	But it's based entirely on forecasts, you know, a week, a month, or, you know, even
2707700	2710020	sometimes an hour out.
2710020	2713020	It does seem to be the most intuitive thing to do, actually.
2713020	2714020	It is.
2714020	2717940	And I remember I talked to someone who's an expert on supply chain stuff.
2717940	2724500	And I said, what do you call it when you make a forecast, then make a plan of action, pretending
2724500	2729180	that your forecast is correct, take the first step, and then repeat the whole thing one
2729180	2730820	time step later?
2730820	2734700	I said, you know, we, I said, we call, you know, I said, in my field, we call this, you
2734700	2739940	know, model predictive control, dynamic matrix control, you know, all, you know, receding
2739940	2740940	horizon control.
2740940	2742580	I said, we have lots of names for it.
2742580	2743580	What do you call it?
2743580	2744820	And he just looked, stared straight at me.
2744820	2747700	And he said, yeah, I said, like, what in supply chain?
2747700	2748700	I don't know that dialect.
2748700	2749700	What do you call it?
2749700	2754940	And he just looked at me and he said, we call that supply chain optimization.
2754940	2758300	The point, the point being, like, what else would you do, right?
2758300	2759980	Like, what else could you possibly?
2759980	2760980	So it was cool.
2760980	2766900	I also had a, had a hilarious conversation with a friend of mine who is a CFO of a company.
2766900	2769860	So we're just chit-chatting, you know, about what CFOs do.
2769860	2770860	And guess what they do?
2770860	2775980	He said, basically, by the time we finished talking, he said, that's 80% of my job.
2775980	2776980	That's what I do.
2776980	2779260	It's just, he said, he said, now I know the name for it.
2779260	2780260	It's MPC.
2780260	2781260	Yeah.
2781260	2782260	He said, look, here's what I do.
2782260	2787740	I get, I get multiple forecasts of, you know, demand for our product, costs, right?
2787740	2792260	I know we're opening a new facility in Austin next year, and that's going to cost X.
2792260	2796660	We forecast, you know, revenue, we forecast growth, you know, all sorts of stuff, like
2796660	2800180	many quarters out, like six, eight quarters out, right?
2800180	2802180	And he said, yeah, we don't believe those.
2802180	2804580	He said, in fact, we typically make three forecasts, right?
2804580	2810340	Kind of a median one, kind of a poor outcome, like, you know, low revenue and high expenses,
2810340	2811340	right?
2811340	2817300	And then, you know, when they sometimes label bliss, which is like a, you know, and yeah.
2817300	2819740	And then he said, we make a complete plan.
2819740	2821060	I present it to the board.
2821060	2822660	That's what we do.
2822660	2829580	And no one on the board believes that your revenue forecast four quarters out is going
2829580	2830580	to be right.
2830580	2831820	No one believes that.
2831820	2832820	No one.
2832820	2838400	So, but the cool part is everyone understands you do this plan, so you don't do something
2838400	2842120	now that's going to put you in a bad position in the future.
2842120	2845140	And that's really the essential idea.
2845140	2846140	That's crazy.
2846140	2851620	And it seems to apply to at any scale in a way, also like at a political scale, for example.
2851620	2852740	It does.
2852740	2854580	In many other domains.
2854580	2859020	But maybe just to go back to convex optimization control policies.
2859020	2864440	How do those relate to, let's say, MPC that we just discussed extensively and other things
2864440	2865740	that we mentioned before?
2865740	2871420	MPC, model predictive control, is simply an instance of a convex optimization control
2871420	2872420	policy.
2872420	2877060	It's a policy where you solve a problem to decide an action.
2877060	2879220	And in this case, you solve it over horizon.
2879220	2880220	There are a lot of others.
2880220	2886460	I mean, one is approximate dynamic programming is another classic example of that.
2886460	2890380	But there are lots of other things where, a lot of these things have parameters in them
2890380	2893060	that you can use to tune, right?
2893060	2896980	This is not at all unlike PID, where you have three parameters to tune.
2896980	2900020	You have a lot more than three parameters to tune in these things.
2900020	2901860	Actually, that's not true.
2901860	2906980	In some cases, you would have hyperparameters, and there might only be a few, right?
2906980	2912780	Like if you're doing finance, you might have a term hyperparameter that scales the risk
2912780	2919460	cost, or another hyperparameter that scales the transaction cost, right?
2919460	2925820	And as senior people in control told me decades ago, the right way to think of these parameters,
2925820	2931020	they were of course referring to like LQG, is they said, these are knobs that you turn
2931180	2932980	to make the controller do what you like.
2932980	2935660	And it's this identical principle here, right?
2935660	2940820	So people have made convex optimization control policies for a while.
2940820	2944700	It's growing, I think, or it appears to be.
2944700	2949260	Part of it is the relentless improvement in computers, right?
2949260	2953340	So that doesn't hurt us at all, I should say, right?
2953340	2954340	Everything's based on that.
2954340	2956340	But a lot of the tuning was done by hand.
2956340	2960940	And that's actually, if you've got three hyperparameters, why not, right?
2961860	2968340	What's interesting is even something like 10 or 20 or 30 hyperparameters is a case where
2968340	2973140	you can tune that policy to make it do what you want.
2973140	2978020	And so I think that's what a tuned COCP policy is.
2978020	2982220	And what's, I think, kind of exciting is not theoretical, because everyone knows about
2982220	2985820	all this and knows that this is the general program.
2985820	2991300	I think the most exciting part about it actually is the infrastructure and ecosystem being
2991300	2994700	built out to actually do this, right?
2994700	2996820	So we'll talk about that, I imagine.
2996820	2997820	We'll talk about CVXPi.
2997820	2998820	Definitely.
2998820	2999820	Definitely.
2999820	3000820	But to me, that's the most interesting part.
3000820	3005460	I mean, I'm just wondering, I'm going to put myself in the shoes of the audience.
3005460	3012900	And could we conceptualize COCPs as essentially parametric convex optimization programs in
3012980	3016340	the parameter being the control policy in a way?
3016340	3018740	Would that be fair to say?
3018740	3021300	Maybe not quite.
3021300	3026380	So there are two types of parameters in a convex optimization control policy.
3026380	3031700	One, it tells you the context, and that's typically like the state or the inputs.
3031700	3036140	Or if someone says, no, I changed my mind, here's your target over here, right?
3036140	3037620	That's one.
3037620	3042740	And the second are parameters that affect the policy.
3042740	3045020	Which you don't expect to change very often.
3045020	3046260	And as a matter of fact, in...
3046260	3049100	This would be the Qs and Rs, for example, in LQR.
3049100	3050100	You got it.
3050100	3051100	Exactly.
3051100	3055260	And to be honest with you, in most legitimate applications, you don't change those at all.
3055260	3058580	I mean, you know, whatever, except with a software update or whatever it is you want
3058580	3060860	to do, right?
3060860	3061860	That's the safe model.
3061860	3062860	So...
3062860	3063860	It sounds super interesting.
3063860	3069260	And I guess the ecosystem that you were referring to before has to do with the enormous amount
3069260	3073700	of software that you have produced, again, in your, I wouldn't even say double life,
3073700	3076500	but triple life or fourth life.
3076500	3081500	So your first endeavor in that direction, I guess, was CVX in 2008.
3081500	3082500	That's right.
3082500	3089020	But then it sparked into a whole, as you said, ecosystem of different types of frameworks.
3089020	3096660	So for example, CVX-Gen, CVX-Pi, you also have a Julia version as well, CVX-R, OSQP.
3097540	3100420	I'm pretty sure I didn't mention even half of them.
3100420	3101420	Is that right?
3101420	3102420	You're right.
3102420	3103420	You didn't.
3103420	3104420	It's okay, though.
3104420	3105420	It's fine.
3105420	3106420	I'm curious there.
3106420	3111780	I mean, I guess this is also the result of your interest in how to apply all the theoretical
3111780	3113700	concepts that you developed.
3113700	3120340	But also, the concept that I found most interesting there was the idea of disciplined programming,
3120340	3121340	convex programming.
3121340	3122340	Right.
3122340	3124860	Can you elaborate on what that concept means for our audience?
3124860	3125860	Oh, I can.
3126060	3131020	So, you know, I was going around being a pain in the ass to people about convex optimization,
3131020	3134620	both before the development of these tools and after.
3134620	3136380	And it would go like this.
3136380	3138820	I'd be all, I mean, I think about it now, it'd be awful.
3138820	3142900	Like I'd go somewhere and someone would say like, okay, here's my problem and I want to
3142900	3144340	do X, Y, and Z.
3144340	3145340	And I'd come up to them afterwards.
3145340	3146620	I'd say, hey, guess what?
3146620	3148620	Your problem's convex optimization problem.
3148620	3149620	And they'd say, so?
3149620	3151500	And I'd say, so it means we can solve it.
3151500	3153440	And they'd say, so how do I do that?
3153440	3156920	And the truth was, in those days, it's kind of a pain in the ass, right?
3156920	3159920	Because you have to, you know, write all, I said, well, you just get yourself a grad
3159920	3164680	student and, you know, have them write up all this horrible code and it's hard to debug
3164680	3167300	and translate it to some standard form.
3167300	3171480	Then you link it to some solver, whatever at the time, you know.
3171480	3173680	So it just wasn't that easy.
3173680	3177680	And I remember a lot of times, even when I had come up to someone and said, look, we
3177680	3179520	could just solve your problem.
3179520	3182520	A lot of those people just thought I was a crazy person, but that's another story.
3182600	3187240	But even the ones who said, yeah, I think you're right, it just, the barrier to entry
3187240	3189280	was just too high.
3189280	3194640	It just involved, you know, tons of coding and C and C++ to link something and all that
3194640	3196160	sort of stuff.
3196160	3202400	So the, you know, the idea behind discipline convex programming is, the short description
3202400	3203400	is this.
3203400	3210480	It is a system for basically normal people or relatively normal people to be able to
3210480	3216560	specify and then solve a wide, very wide variety of convex optimization problems.
3216560	3217560	Right?
3217560	3220600	So the contract is very simple.
3220600	3222160	It's this.
3222160	3230880	You the user will accept basically extreme, extreme limitations on what you can express.
3230880	3232200	Okay?
3232200	3235520	Here's what we pay you if you honor that contract.
3235520	3239800	Then what we will do is we will faithfully translate your problem to a standard form
3240120	3243720	problem and solve it globally and give you the solution.
3243720	3244720	Right?
3244720	3245720	That's the contract.
3245720	3251640	And, you know, it's actually, I mean, it's not too dissimilar from the question of trying
3251640	3254160	to verify a controller.
3254160	3259880	You might imagine that the right way to use convex optimization in the field would be
3259880	3262040	people just write their problem.
3262040	3266040	And then, you know, some computer would look at it and try to argue and figure out if it's
3266040	3267040	convex or not.
3267280	3270480	And it turns out that's actually a truly terrible idea.
3270480	3275040	The right way to do it is to say there's a very short language.
3275040	3278840	As a matter of fact, there's exactly one rule, which is crazy.
3278840	3279840	So there's just one rule.
3279840	3285080	And if you follow, if you faithfully follow this one rule, when you form your problem,
3285080	3289960	then we guarantee we can faithfully translate it and then it can be solved.
3289960	3294680	And, you know, it's very different from so-called nonlinear optimization, right?
3294680	3299080	Because in so-called nonlinear optimization, you can do anything you like.
3299080	3301300	Type in whatever you like.
3301300	3304320	But now then the solving it, the modeling is easy.
3304320	3306320	And now the solving is like an art.
3306320	3308240	And in fact, in most cases, you can't even do it.
3308240	3313880	Anyway, so the idea of DCP is we just say, here's a simple rule.
3313880	3316040	You follow this rule.
3316040	3317240	We solve your problem.
3317240	3318240	Period.
3318240	3322640	And, you know, so we built a bunch of software implementations of this.
3322640	3324000	And it's fun to watch it grow.
3324000	3326400	And it's very widely used.
3326400	3327800	It's kind of awesome.
3327800	3328800	It's incredible.
3328800	3332120	I myself was a user of many of these tools.
3332120	3336320	And I can definitely vouch for the fact that it's incredibly easy to use.
3336320	3340400	And that's perhaps where the success of these tools lies.
3340400	3345320	So I was wondering, how do you actually make somehow these frameworks?
3345320	3350880	I would imagine that it can be posed as programming language free, in a sense, because programming
3350880	3355720	keeps on changing, in the sense of programming languages keep on changing, they keep on
3355720	3357240	being updated.
3357240	3362040	But how does one actually remains robust, let's say, to these changes?
3362040	3365680	So, you know, what's interesting is this goes back to the stuff we talked about before,
3365680	3369600	which was the value in practice of theory, right?
3369600	3374060	That you could imagine just basically hacking something together that says, oh, if you see
3374060	3376000	min or max, do this, right?
3376000	3379320	If you see the square, the square root, do this transformation.
3379320	3382480	And the point is, a system like that, it would probably never work.
3382480	3385440	I mean, it might appear to work at some point, but it doesn't really.
3385440	3391520	So DCP, Discipline Convex Programming, is built from an extremely small mathematical
3391520	3392980	core, right?
3392980	3396720	And the result is that with high probability, it's actually correct.
3396720	3399280	Now what's interesting is implementing that core.
3399280	3400920	And by the way, CVX was not the first one.
3400920	3406400	I would say the first one was YALMIP, which was, you know, yet another LMI processor,
3406400	3407400	which preceded it.
3407480	3409200	It's very, very cool.
3409200	3412160	Anyway, you know, the basic idea is very simple.
3412160	3417000	When we first did this in like MATLAB, you know, quite a while ago, they had just barely
3417000	3421120	introduced object oriented things, and it didn't really work and wasn't consistent and
3421120	3422120	blah, blah, blah.
3422120	3424600	And so it was actually kind of a pain to implement it.
3424600	3427280	Of course, that was Michael Grant, who did that.
3427280	3433980	You know, so what's happened is, as languages get more and more sophisticated, it gets easier
3433980	3435240	and easier to solve.
3435240	3440000	In Julia, for example, you know, which has the advantage of being a relatively recently
3440000	3445560	developed language, the core of convex.jl, it's like 40, 50 lines.
3445560	3449680	And you're like, how could that be?
3449680	3455040	And the reason is that the language supports these very high level abstractions, right?
3455040	3457080	So to me, that's actually really cool.
3457080	3463040	The idea that, you know, you go back to like C and Fortran, and I don't know, you can do
3463040	3466760	things like, you know, multiply two numbers, you know, and then shove them back into this
3466760	3469120	memory location or something like that, right?
3469120	3476760	I mean, but what's amazing is the new languages support incredible abstraction.
3476760	3481320	That's awesome for people like us, who use math to do practical things, because it means
3481320	3487080	you can actually express like really complicated things, or things that would be complicated
3487080	3489600	in just a handful of lines of code.
3489600	3493080	And I'm curious about like the future trends that you actually foresee.
3493080	3498000	So for example, do you have any thoughts on the role of, say, AI in completing our own
3498000	3505440	programs or what is the next big thing in solving the next type of most expressive optimization
3505440	3506440	problem?
3506440	3507440	I don't know.
3507440	3508760	What are your thoughts on monitoring operators?
3508760	3512240	There are so many questions that I still have, it's incredible.
3512240	3520400	So first of all, things like, you know, a chat GPT is amazing, including the code generation
3520400	3521400	portion of it.
3521400	3524520	It's just, it's, it's actually amazing.
3524520	3526280	It's awe inspiring.
3526280	3532600	And it's super interesting, like, you know, we've played with it, and it's actually super,
3532600	3537320	what it does is it generates things that sound completely correct, and usually are completely
3537320	3538520	wrong.
3538520	3543880	So which, but it's actually, to me, it was even a little bit disturbing, because I usually,
3543880	3549360	you know, in looking at students work, I usually associate poor writing with being wrong, and
3549360	3551880	good writing with being right.
3551880	3557520	And here was very good writing, but the logic and math was just completely wrong.
3557520	3560000	So now, by the way, I don't mean that as a criticism.
3560000	3564800	It's just that, you know, when they were training this thing, and you know, that no one said
3564800	3570280	that you should have a very negative reward for asserting something that's false, right?
3570280	3573360	You know, so if it sticks to interpretations and things like that, it's great.
3573360	3577880	And I, my suspicion is within a year or two, we'll see systems, you know, large language
3577880	3584600	models that will actually do really well, and will generally speaking, not make false
3584600	3585600	arguments.
3585600	3587080	So I think it's just amazing.
3587080	3592520	It is definitely interesting also to imagine different types of uses of these tools, for
3592520	3595360	example, in other domains, like music, even.
3595360	3600000	One can imagine that we could use them for a sculpture, for example, we feed them a bunch
3600000	3604240	of images for 3D printers, and then they're going to create something totally new.
3604240	3606560	Yeah, I'm very fascinated as well.
3606560	3610580	And I'm curious, what's the role that you see there of optimization?
3610580	3612680	Because it's definitely there under the hood.
3612680	3617440	Well, certainly, it's entirely based on, you know, well, it's SGD, stochastic gradient
3617440	3622480	descent under the hood on, you know, 100 billion parameter models.
3622480	3624200	So but I know that's kind of a cheap thing.
3624200	3625200	We all know that.
3625200	3627080	We all know that that's how it works, right?
3627080	3630600	And that's not why it works, although it's a critical component of it.
3630600	3635900	So I think it'll be a very interesting, in a way, people were talking about, you know,
3635900	3640480	we build things like CVXPi, so that you can in 10 lines, you know, you'd take a little
3640480	3644720	bit of training and in 10 lines, you can describe and very sophisticated novel problems and
3644720	3646200	have it solved, right?
3646200	3654600	We have code generation tools, like CVXGen, or CVXPiGen, that's a newer version of CVXGen.
